,AlphaRatio,QueueRatio,BlockedLane
14143,0.39,0.7142857142857143,Short
14144,0.39,0.14285714285714285,Short
14145,0.39,0.2857142857142857,Short
14146,0.39,0.42857142857142855,Short
14147,0.39,0.14285714285714285,Short
14148,0.39,0.5714285714285714,Short
14149,0.39,0.7142857142857143,Short
14150,0.39,0.7142857142857143,Short
14151,0.39,0.7142857142857143,Through
14152,0.39,0.7142857142857143,Short
14153,0.39,0.2857142857142857,Short
14154,0.39,0.42857142857142855,Short
14155,0.39,0.5714285714285714,Short
14156,0.39,0.14285714285714285,Short
14157,0.39,1.0,Short
14158,0.39,0.2857142857142857,Short
14159,0.39,0.2857142857142857,Short
14160,0.39,0.2857142857142857,Short
14161,0.39,0.14285714285714285,Short
14162,0.39,0.7142857142857143,Through
14163,0.39,0.42857142857142855,Short
14164,0.39,0.14285714285714285,Short
14165,0.39,0.7142857142857143,Short
14166,0.39,0.5714285714285714,Short
14167,0.39,0.8571428571428571,Through
14168,0.39,0.42857142857142855,Short
14169,0.39,0.5714285714285714,Short
14170,0.39,0.14285714285714285,Short
14171,0.39,0.0,Short
14172,0.39,0.14285714285714285,Short
14173,0.39,0.2857142857142857,Short
14174,0.39,0.8571428571428571,Through
14175,0.39,0.0,Short
14176,0.39,0.2857142857142857,Short
14177,0.39,0.0,Short
14178,0.39,0.42857142857142855,Short
14179,0.39,0.14285714285714285,Short
14180,0.39,0.5714285714285714,Short
14181,0.39,0.14285714285714285,Short
14182,0.39,0.5714285714285714,Short
14183,0.39,0.14285714285714285,Short
14184,0.39,0.14285714285714285,Short
14185,0.39,0.5714285714285714,Short
14186,0.39,0.42857142857142855,Short
14187,0.39,0.2857142857142857,Short
14188,0.39,0.7142857142857143,Short
14189,0.39,0.7142857142857143,Short
14190,0.39,0.2857142857142857,Short
14191,0.39,1.0,Short
14192,0.39,0.5714285714285714,Short
14193,0.39,1.0,Short
14194,0.39,0.0,Short
14195,0.39,0.7142857142857143,Short
14196,0.39,0.8571428571428571,Short
14197,0.39,0.42857142857142855,Short
14198,0.39,0.2857142857142857,Short
14199,0.39,0.14285714285714285,Short
14200,0.39,0.5714285714285714,Short
14201,0.39,0.14285714285714285,Short
14202,0.39,0.2857142857142857,Short
14203,0.39,0.2857142857142857,Short
14204,0.39,0.42857142857142855,Short
14205,0.39,0.5714285714285714,Short
14206,0.39,0.7142857142857143,Short
14207,0.39,0.5714285714285714,Short
14208,0.39,0.5714285714285714,Short
14209,0.39,0.42857142857142855,Short
14210,0.39,0.42857142857142855,Short
14211,0.39,0.7142857142857143,Short
14212,0.39,0.5714285714285714,Short
14213,0.39,0.5714285714285714,Short
14214,0.39,0.2857142857142857,Short
14215,0.39,0.14285714285714285,Short
14216,0.39,0.14285714285714285,Short
14217,0.39,0.2857142857142857,Short
14218,0.39,1.0,Short
14219,0.39,0.42857142857142855,Short
14220,0.39,0.5714285714285714,Short
14221,0.39,0.7142857142857143,Short
14222,0.39,0.7142857142857143,Short
14223,0.39,0.2857142857142857,Short
14224,0.39,0.7142857142857143,Through
14225,0.39,0.5714285714285714,Short
14226,0.39,0.0,Short
14227,0.39,0.42857142857142855,Short
14228,0.39,0.5714285714285714,Short
14229,0.39,0.42857142857142855,Short
14230,0.39,0.7142857142857143,Short
14231,0.39,0.5714285714285714,Short
14232,0.39,0.2857142857142857,Short
14233,0.39,0.42857142857142855,Short
14234,0.39,0.7142857142857143,Through
14235,0.39,0.14285714285714285,Short
14236,0.39,1.0,Short
14237,0.39,0.14285714285714285,Short
14238,0.39,0.42857142857142855,Short
14239,0.39,0.42857142857142855,Short
14240,0.39,0.0,Short
14241,0.39,0.5714285714285714,Short
14242,0.39,0.2857142857142857,Short
14243,0.39,0.2857142857142857,Short
14244,0.39,0.5714285714285714,Short
14245,0.39,1.0,Short
14246,0.39,1.0,Short
14247,0.39,0.14285714285714285,Short
14248,0.39,0.2857142857142857,Short
14249,0.39,0.2857142857142857,Short
14250,0.39,0.0,Short
14251,0.39,0.2857142857142857,Short
14252,0.39,0.2857142857142857,Short
14253,0.39,0.14285714285714285,Short
14254,0.39,0.42857142857142855,Short
14255,0.39,0.5714285714285714,Short
14256,0.39,0.42857142857142855,Short
14257,0.39,0.14285714285714285,Short
14258,0.39,0.5714285714285714,Short
14259,0.39,0.42857142857142855,Short
14260,0.39,0.5714285714285714,Short
14261,0.39,0.2857142857142857,Short
14262,0.39,0.42857142857142855,Short
14263,0.39,0.2857142857142857,Short
14264,0.39,0.42857142857142855,Short
14265,0.39,0.5714285714285714,Short
14266,0.39,0.5714285714285714,Short
14267,0.39,0.5714285714285714,Short
14268,0.39,0.2857142857142857,Short
14269,0.39,0.7142857142857143,Through
14270,0.39,0.14285714285714285,Short
14271,0.39,0.5714285714285714,Short
14272,0.39,0.2857142857142857,Short
14273,0.39,0.7142857142857143,Short
14274,0.39,0.7142857142857143,Short
14275,0.39,1.0,Short
14276,0.39,0.0,Short
14277,0.39,0.42857142857142855,Short
14278,0.39,0.7142857142857143,Short
14279,0.39,0.5714285714285714,Short
14280,0.39,0.14285714285714285,Short
14281,0.39,0.14285714285714285,Short
14282,0.39,0.2857142857142857,Short
14283,0.39,0.2857142857142857,Short
14284,0.39,0.42857142857142855,Short
14285,0.39,0.5714285714285714,Short
14286,0.39,0.2857142857142857,Short
14287,0.39,0.14285714285714285,Short
14288,0.39,0.42857142857142855,Short
14289,0.39,0.5714285714285714,Short
14290,0.39,0.42857142857142855,Short
14291,0.39,1.0,Through
14292,0.39,0.2857142857142857,Short
14293,0.39,1.0,Short
14294,0.39,0.8571428571428571,Short
14295,0.39,0.2857142857142857,Short
14296,0.39,0.42857142857142855,Short
14297,0.39,0.2857142857142857,Short
14298,0.39,0.0,Short
14299,0.39,0.42857142857142855,Short
14300,0.39,0.14285714285714285,Short
14301,0.39,0.8571428571428571,Through
14302,0.39,0.0,Short
14303,0.39,0.2857142857142857,Short
14304,0.39,0.42857142857142855,Short
14305,0.39,0.14285714285714285,Short
14306,0.39,0.2857142857142857,Short
14307,0.39,0.7142857142857143,Short
14308,0.39,0.42857142857142855,Short
14309,0.39,0.7142857142857143,Short
14310,0.39,0.5714285714285714,Short
14311,0.39,0.2857142857142857,Short
14312,0.39,0.2857142857142857,Short
14313,0.39,0.42857142857142855,Short
14314,0.39,0.5714285714285714,Short
14315,0.39,0.5714285714285714,Short
14316,0.39,0.2857142857142857,Short
14317,0.39,0.5714285714285714,Short
14318,0.39,0.2857142857142857,Short
14319,0.39,0.5714285714285714,Short
14320,0.39,0.14285714285714285,Short
14321,0.39,0.0,Short
14322,0.39,0.5714285714285714,Short
14323,0.39,0.5714285714285714,Short
14324,0.39,0.2857142857142857,Short
14325,0.39,0.14285714285714285,Short
14326,0.39,0.42857142857142855,Short
14327,0.39,0.0,Short
14328,0.39,0.42857142857142855,Short
14329,0.39,0.2857142857142857,Short
14330,0.39,0.7142857142857143,Through
14331,0.39,0.2857142857142857,Short
14332,0.39,0.14285714285714285,Short
14333,0.39,0.2857142857142857,Short
14334,0.39,0.2857142857142857,Short
14335,0.39,0.2857142857142857,Short
14336,0.39,0.2857142857142857,Short
14337,0.39,0.42857142857142855,Short
14338,0.39,0.2857142857142857,Short
14339,0.39,0.14285714285714285,Short
14340,0.39,0.14285714285714285,Short
14341,0.39,0.14285714285714285,Short
14342,0.39,0.14285714285714285,Short
14343,0.39,0.8571428571428571,Through
14344,0.39,0.5714285714285714,Short
14345,0.39,0.14285714285714285,Short
14346,0.39,0.8571428571428571,Short
14347,0.39,0.7142857142857143,Short
14348,0.39,0.7142857142857143,Short
14349,0.39,0.14285714285714285,Short
14350,0.39,0.14285714285714285,Short
14351,0.39,0.5714285714285714,Short
14352,0.39,0.14285714285714285,Short
14353,0.39,0.2857142857142857,Short
14354,0.39,0.42857142857142855,Short
14355,0.39,0.2857142857142857,Short
14356,0.39,0.2857142857142857,Short
14357,0.39,0.42857142857142855,Short
14358,0.39,1.0,Short
14359,0.39,0.14285714285714285,Short
14360,0.39,0.42857142857142855,Short
14361,0.39,0.42857142857142855,Short
14362,0.39,0.0,Short
14363,0.39,0.42857142857142855,Short
14364,0.39,0.0,Short
14365,0.39,0.2857142857142857,Short
14366,0.39,0.5714285714285714,Short
14367,0.39,0.14285714285714285,Short
14368,0.39,0.8571428571428571,Through
14369,0.39,0.0,Short
14370,0.39,0.14285714285714285,Short
14371,0.39,0.8571428571428571,Through
14372,0.39,0.5714285714285714,Short
14373,0.39,1.0,Short
14374,0.39,0.5714285714285714,Short
14375,0.39,0.8571428571428571,Short
14376,0.39,0.5714285714285714,Short
14377,0.39,0.2857142857142857,Short
14378,0.39,0.2857142857142857,Short
14379,0.39,0.42857142857142855,Short
14380,0.39,0.2857142857142857,Short
14381,0.39,0.2857142857142857,Short
14382,0.39,0.14285714285714285,Short
14383,0.39,0.42857142857142855,Short
14384,0.39,0.2857142857142857,Short
14385,0.39,0.2857142857142857,Short
14386,0.39,0.14285714285714285,Short
14387,0.39,0.14285714285714285,Short
14388,0.39,0.14285714285714285,Short
14389,0.39,0.0,Short
14390,0.39,0.14285714285714285,Short
14391,0.39,0.2857142857142857,Short
14392,0.39,0.14285714285714285,Short
14393,0.39,0.0,Short
14394,0.39,0.2857142857142857,Short
14395,0.39,0.42857142857142855,Short
14396,0.39,1.0,Short
14397,0.39,0.2857142857142857,Short
14398,0.39,0.7142857142857143,Short
14399,0.39,0.14285714285714285,Short
14400,0.39,1.0,Short
14401,0.39,0.14285714285714285,Short
14402,0.39,0.42857142857142855,Short
14403,0.39,0.14285714285714285,Short
14404,0.39,0.42857142857142855,Short
14405,0.39,0.14285714285714285,Short
14406,0.39,0.42857142857142855,Short
14407,0.39,0.7142857142857143,Short
14408,0.39,0.14285714285714285,Short
14409,0.39,0.0,Short
14410,0.39,0.2857142857142857,Short
14411,0.39,0.7142857142857143,Short
14412,0.39,0.2857142857142857,Short
14413,0.39,0.2857142857142857,Short
14414,0.39,0.5714285714285714,Short
14415,0.39,0.42857142857142855,Short
14416,0.39,0.2857142857142857,Short
14417,0.39,0.5714285714285714,Short
14418,0.39,0.5714285714285714,Short
14419,0.39,0.2857142857142857,Short
14420,0.39,0.0,Short
14421,0.39,0.14285714285714285,Short
14422,0.39,0.7142857142857143,Short
14423,0.39,0.0,Short
14424,0.39,0.7142857142857143,Short
14425,0.39,0.14285714285714285,Short
14426,0.39,0.7142857142857143,Through
14427,0.39,0.7142857142857143,Short
14428,0.39,0.42857142857142855,Short
14429,0.39,0.2857142857142857,Short
14430,0.39,0.7142857142857143,Short
14431,0.39,0.2857142857142857,Short
14432,0.39,0.42857142857142855,Short
14433,0.39,0.14285714285714285,Short
14434,0.39,0.8571428571428571,Short
14435,0.39,0.5714285714285714,Short
14436,0.39,0.2857142857142857,Short
14437,0.39,0.2857142857142857,Short
14438,0.39,0.14285714285714285,Short
14439,0.39,0.42857142857142855,Short
14440,0.39,0.2857142857142857,Short
14441,0.39,0.2857142857142857,Short
14442,0.39,0.0,Short
14443,0.39,0.42857142857142855,Short
14444,0.39,0.7142857142857143,Short
14445,0.39,0.42857142857142855,Short
14446,0.39,0.2857142857142857,Short
14447,0.39,0.7142857142857143,Short
14448,0.39,0.2857142857142857,Short
14449,0.39,0.2857142857142857,Short
14450,0.39,0.14285714285714285,Short
14451,0.39,0.14285714285714285,Short
14452,0.39,0.0,Short
14453,0.39,0.42857142857142855,Short
14454,0.39,0.14285714285714285,Short
14455,0.39,0.2857142857142857,Short
14456,0.39,0.2857142857142857,Short
14457,0.39,0.14285714285714285,Short
14458,0.39,0.2857142857142857,Short
14459,0.39,0.2857142857142857,Short
14460,0.39,0.2857142857142857,Short
14461,0.39,0.7142857142857143,Short
14462,0.39,0.14285714285714285,Short
14463,0.39,0.42857142857142855,Short
14464,0.39,0.2857142857142857,Short
14465,0.39,0.2857142857142857,Short
14466,0.39,0.14285714285714285,Short
14467,0.39,0.14285714285714285,Short
14468,0.39,0.2857142857142857,Short
14469,0.39,0.7142857142857143,Short
14470,0.39,0.42857142857142855,Short
14471,0.39,0.42857142857142855,Short
14472,0.39,0.2857142857142857,Short
14473,0.39,0.14285714285714285,Short
14474,0.39,0.14285714285714285,Short
14475,0.39,0.7142857142857143,Short
14476,0.39,0.42857142857142855,Short
14477,0.39,0.5714285714285714,Short
14478,0.39,0.5714285714285714,Short
14479,0.39,0.5714285714285714,Short
14480,0.39,0.7142857142857143,Short
14481,0.39,0.14285714285714285,Short
14482,0.39,0.5714285714285714,Short
14483,0.39,0.2857142857142857,Short
14484,0.39,1.0,Through
14485,0.39,0.5714285714285714,Short
14486,0.39,0.14285714285714285,Short
14487,0.39,0.42857142857142855,Short
14488,0.39,0.42857142857142855,Short
14489,0.39,0.14285714285714285,Short
14490,0.39,0.2857142857142857,Short
14491,0.39,0.14285714285714285,Short
14492,0.39,0.5714285714285714,Short
14493,0.39,0.7142857142857143,Short
14494,0.39,0.42857142857142855,Short
14495,0.39,0.42857142857142855,Short
14496,0.39,0.14285714285714285,Short
14497,0.39,0.14285714285714285,Short
14498,0.39,0.2857142857142857,Short
14499,0.39,0.14285714285714285,Short
14500,0.39,0.14285714285714285,Short
14501,0.39,0.0,Short
14502,0.39,0.5714285714285714,Short
14503,0.39,0.42857142857142855,Short
14504,0.39,0.5714285714285714,Short
14505,0.39,0.0,Short
14506,0.39,0.14285714285714285,Short
14507,0.39,0.2857142857142857,Short
14508,0.39,0.2857142857142857,Short
14509,0.39,1.0,Short
14510,0.39,0.7142857142857143,Short
14511,0.39,0.2857142857142857,Short
14512,0.39,0.0,Short
14513,0.39,0.0,Short
14514,0.39,0.5714285714285714,Short
14515,0.39,0.0,Short
14516,0.39,0.14285714285714285,Short
14517,0.39,0.14285714285714285,Short
14518,0.39,0.5714285714285714,Short
14519,0.39,0.2857142857142857,Short
14520,0.39,0.2857142857142857,Short
14521,0.39,0.2857142857142857,Short
14522,0.39,0.14285714285714285,Short
14523,0.39,0.5714285714285714,Short
14524,0.39,0.2857142857142857,Short
14525,0.39,0.5714285714285714,Short
14526,0.39,0.2857142857142857,Short
14527,0.39,0.0,Short
14528,0.39,0.2857142857142857,Short
14529,0.39,0.2857142857142857,Short
14530,0.39,0.14285714285714285,Short
14531,0.39,0.14285714285714285,Short
14532,0.39,0.0,Short
14533,0.39,0.42857142857142855,Short
14534,0.39,0.2857142857142857,Short
14535,0.39,0.2857142857142857,Short
14536,0.39,0.42857142857142855,Short
14537,0.39,0.14285714285714285,Short
14538,0.39,0.7142857142857143,Short
14539,0.39,0.7142857142857143,Short
14540,0.39,0.14285714285714285,Short
14541,0.39,1.0,Short
14542,0.39,0.2857142857142857,Short
14543,0.39,0.2857142857142857,Short
14544,0.39,0.42857142857142855,Short
14545,0.39,0.42857142857142855,Short
14546,0.39,0.42857142857142855,Short
14547,0.39,0.7142857142857143,Short
14548,0.39,0.0,Short
14549,0.39,0.14285714285714285,Short
14550,0.39,0.2857142857142857,Short
14551,0.39,0.2857142857142857,Short
14552,0.39,0.14285714285714285,Short
14553,0.39,0.2857142857142857,Short
14554,0.39,0.14285714285714285,Short
14555,0.39,1.0,Through
14556,0.39,0.42857142857142855,Short
14557,0.39,0.14285714285714285,Short
14558,0.39,0.2857142857142857,Short
14559,0.39,0.2857142857142857,Short
14560,0.39,0.7142857142857143,Short
14561,0.39,0.0,Short
14562,0.39,0.42857142857142855,Short
14563,0.39,0.5714285714285714,Short
14564,0.39,0.14285714285714285,Short
14565,0.39,0.7142857142857143,Through
14566,0.39,0.42857142857142855,Short
14567,0.39,0.42857142857142855,Short
14568,0.39,0.2857142857142857,Short
14569,0.39,0.2857142857142857,Short
14570,0.39,0.2857142857142857,Short
14571,0.39,0.14285714285714285,Short
14572,0.39,0.42857142857142855,Short
14573,0.39,0.0,Short
14574,0.39,0.7142857142857143,Short
14575,0.39,0.7142857142857143,Through
14576,0.39,0.42857142857142855,Short
14577,0.39,0.42857142857142855,Short
14578,0.39,0.7142857142857143,Short
14579,0.39,0.14285714285714285,Short
14580,0.39,0.2857142857142857,Short
14581,0.39,0.7142857142857143,Short
14582,0.39,0.2857142857142857,Short
14583,0.39,0.42857142857142855,Short
14584,0.39,0.2857142857142857,Short
14585,0.39,0.42857142857142855,Short
14586,0.39,0.42857142857142855,Short
14587,0.39,0.0,Short
14588,0.39,0.2857142857142857,Short
14589,0.39,0.42857142857142855,Short
14590,0.39,0.8571428571428571,Short
14591,0.39,0.42857142857142855,Short
14592,0.39,0.2857142857142857,Short
14593,0.39,0.42857142857142855,Short
14594,0.39,0.2857142857142857,Short
14595,0.39,0.5714285714285714,Short
14596,0.39,0.14285714285714285,Short
14597,0.39,0.5714285714285714,Short
14598,0.39,0.42857142857142855,Short
14599,0.39,0.2857142857142857,Short
14600,0.39,0.2857142857142857,Short
14601,0.39,0.0,Short
14602,0.39,0.2857142857142857,Short
14603,0.39,0.7142857142857143,Short
14604,0.39,0.7142857142857143,Short
14605,0.39,0.42857142857142855,Short
14606,0.39,0.42857142857142855,Short
14607,0.39,0.2857142857142857,Short
14608,0.39,0.5714285714285714,Short
14609,0.39,0.42857142857142855,Short
14610,0.39,0.42857142857142855,Short
14611,0.39,1.0,Short
14612,0.39,0.2857142857142857,Short
14613,0.39,0.2857142857142857,Short
14614,0.39,0.2857142857142857,Short
14615,0.39,0.2857142857142857,Short
14616,0.39,0.5714285714285714,Short
14617,0.39,0.7142857142857143,Through
14618,0.39,0.5714285714285714,Short
14619,0.39,0.7142857142857143,Short
14620,0.39,0.2857142857142857,Short
14621,0.39,0.42857142857142855,Short
14622,0.39,0.14285714285714285,Short
14623,0.39,0.7142857142857143,Short
14624,0.39,0.5714285714285714,Short
14625,0.39,0.2857142857142857,Short
14626,0.39,0.2857142857142857,Short
14627,0.39,1.0,Through
14628,0.39,0.5714285714285714,Short
14629,0.39,0.5714285714285714,Short
14630,0.39,0.7142857142857143,Through
14631,0.39,0.42857142857142855,Short
14632,0.39,0.14285714285714285,Short
14633,0.39,0.42857142857142855,Short
14634,0.39,0.8571428571428571,Short
14635,0.39,0.14285714285714285,Short
14636,0.39,0.14285714285714285,Short
14637,0.39,0.5714285714285714,Short
14638,0.39,0.7142857142857143,Short
14639,0.39,0.8571428571428571,Short
14640,0.39,0.7142857142857143,Short
14641,0.39,0.14285714285714285,Short
14642,0.39,0.42857142857142855,Short
14643,0.39,0.5714285714285714,Short
14644,0.39,0.2857142857142857,Short
14645,0.39,0.5714285714285714,Short
14646,0.39,0.7142857142857143,Short
14647,0.39,0.7142857142857143,Short
14648,0.39,0.42857142857142855,Short
14649,0.39,0.2857142857142857,Short
14650,0.39,0.14285714285714285,Short
14651,0.39,0.2857142857142857,Short
14652,0.39,0.2857142857142857,Short
14653,0.39,0.2857142857142857,Short
14654,0.39,0.5714285714285714,Short
14655,0.39,0.42857142857142855,Short
14656,0.39,0.7142857142857143,Short
14657,0.39,0.2857142857142857,Short
14658,0.39,0.42857142857142855,Short
14659,0.39,0.2857142857142857,Short
14660,0.39,0.5714285714285714,Short
14661,0.39,0.5714285714285714,Short
14662,0.39,0.0,Short
14663,0.39,0.14285714285714285,Short
14664,0.39,0.14285714285714285,Short
14665,0.39,0.14285714285714285,Short
14666,0.39,0.8571428571428571,Through
14667,0.39,0.42857142857142855,Short
14668,0.39,0.5714285714285714,Short
14669,0.39,0.5714285714285714,Short
14670,0.39,0.14285714285714285,Short
14671,0.39,0.2857142857142857,Short
14672,0.39,0.42857142857142855,Short
14673,0.39,0.42857142857142855,Short
14674,0.39,0.2857142857142857,Short
14675,0.39,0.5714285714285714,Short
14676,0.39,0.14285714285714285,Short
14677,0.39,0.5714285714285714,Short
14678,0.39,0.5714285714285714,Short
14679,0.39,0.2857142857142857,Short
14680,0.39,0.8571428571428571,Short
14681,0.39,0.5714285714285714,Short
14682,0.39,0.2857142857142857,Short
14683,0.39,0.5714285714285714,Short
14684,0.39,0.2857142857142857,Short
14685,0.39,0.0,Short
14686,0.39,0.7142857142857143,Short
14687,0.39,0.14285714285714285,Short
14688,0.39,0.14285714285714285,Short
14689,0.39,0.14285714285714285,Short
14690,0.39,0.2857142857142857,Short
14691,0.39,0.42857142857142855,Short
14692,0.39,0.2857142857142857,Short
14693,0.39,0.8571428571428571,Short
14694,0.39,0.14285714285714285,Short
14695,0.39,0.42857142857142855,Short
14696,0.39,0.42857142857142855,Short
14697,0.39,0.5714285714285714,Short
14698,0.39,0.42857142857142855,Short
14699,0.39,1.0,Short
14700,0.39,0.2857142857142857,Short
14701,0.39,0.0,Short
14702,0.39,0.5714285714285714,Short
14703,0.39,0.42857142857142855,Short
14704,0.39,0.2857142857142857,Short
14705,0.39,0.42857142857142855,Short
14706,0.39,0.8571428571428571,Short
14707,0.39,0.0,Short
14708,0.39,0.5714285714285714,Short
14709,0.39,0.8571428571428571,Short
14710,0.39,0.7142857142857143,Short
14711,0.39,0.8571428571428571,Short
14712,0.39,0.0,Short
14713,0.39,0.5714285714285714,Short
14714,0.39,0.14285714285714285,Short
14715,0.39,0.42857142857142855,Short
14716,0.39,0.42857142857142855,Short
14717,0.39,0.2857142857142857,Short
14718,0.39,1.0,Through
14719,0.39,0.2857142857142857,Short
14720,0.39,0.42857142857142855,Short
14721,0.39,0.42857142857142855,Short
14722,0.39,0.8571428571428571,Short
14723,0.39,0.14285714285714285,Short
14724,0.39,0.5714285714285714,Through
14725,0.39,0.7142857142857143,Short
14726,0.39,0.7142857142857143,Short
14727,0.39,0.2857142857142857,Short
14728,0.39,0.14285714285714285,Short
14729,0.39,1.0,Short
14730,0.39,0.5714285714285714,Short
14731,0.39,0.2857142857142857,Short
14732,0.39,0.7142857142857143,Short
14733,0.39,0.2857142857142857,Short
14734,0.39,0.0,Short
14735,0.39,0.0,Short
14736,0.39,0.42857142857142855,Short
14737,0.39,1.0,Short
14738,0.39,0.0,Short
14739,0.39,0.2857142857142857,Short
14740,0.39,0.14285714285714285,Short
14741,0.39,0.2857142857142857,Short
14742,0.39,0.42857142857142855,Short
14743,0.39,0.42857142857142855,Short
14744,0.39,0.42857142857142855,Short
14745,0.39,0.5714285714285714,Short
14746,0.39,0.2857142857142857,Short
14747,0.39,0.2857142857142857,Short
14748,0.39,0.8571428571428571,Short
14749,0.43,0.8571428571428571,Short
14750,0.43,0.5714285714285714,Short
14751,0.43,0.2857142857142857,Short
14752,0.43,0.42857142857142855,Short
14753,0.43,0.7142857142857143,Short
14754,0.43,0.2857142857142857,Short
14755,0.43,0.14285714285714285,Short
14756,0.43,0.14285714285714285,Short
14757,0.43,0.2857142857142857,Short
14758,0.43,0.8571428571428571,Short
14759,0.43,1.0,Through
14760,0.43,0.14285714285714285,Short
14761,0.43,0.2857142857142857,Short
14762,0.43,0.42857142857142855,Short
14763,0.43,0.14285714285714285,Short
14764,0.43,0.14285714285714285,Short
14765,0.43,0.2857142857142857,Short
14766,0.43,0.2857142857142857,Short
14767,0.43,1.0,Through
14768,0.43,0.5714285714285714,Short
14769,0.43,0.8571428571428571,Through
14770,0.43,0.7142857142857143,Short
14771,0.43,1.0,Short
14772,0.43,0.2857142857142857,Short
14773,0.43,0.42857142857142855,Short
14774,0.43,0.2857142857142857,Short
14775,0.43,1.0,Short
14776,0.43,1.0,Through
14777,0.43,0.5714285714285714,Short
14778,0.43,0.7142857142857143,Short
14779,0.43,0.5714285714285714,Short
14780,0.43,0.42857142857142855,Short
14781,0.43,0.0,Short
14782,0.43,0.2857142857142857,Short
14783,0.43,0.5714285714285714,Short
14784,0.43,0.14285714285714285,Short
14785,0.43,0.7142857142857143,Short
14786,0.43,0.5714285714285714,Short
14787,0.43,0.7142857142857143,Short
14788,0.43,0.42857142857142855,Short
14789,0.43,0.7142857142857143,Short
14790,0.43,0.7142857142857143,Short
14791,0.43,0.7142857142857143,Short
14792,0.43,0.5714285714285714,Short
14793,0.43,0.42857142857142855,Short
14794,0.43,0.2857142857142857,Short
14795,0.43,0.0,Short
14796,0.43,0.7142857142857143,Short
14797,0.43,0.42857142857142855,Short
14798,0.43,0.2857142857142857,Short
14799,0.43,0.0,Short
14800,0.43,0.2857142857142857,Short
14801,0.43,0.2857142857142857,Short
14802,0.43,0.42857142857142855,Short
14803,0.43,0.14285714285714285,Short
14804,0.43,0.42857142857142855,Short
14805,0.43,0.2857142857142857,Short
14806,0.43,0.42857142857142855,Short
14807,0.43,0.7142857142857143,Short
14808,0.43,0.14285714285714285,Short
14809,0.43,0.42857142857142855,Short
14810,0.43,0.42857142857142855,Short
14811,0.43,0.7142857142857143,Short
14812,0.43,0.5714285714285714,Through
14813,0.43,0.8571428571428571,Short
14814,0.43,0.7142857142857143,Short
14815,0.43,0.2857142857142857,Short
14816,0.43,0.14285714285714285,Short
14817,0.43,0.5714285714285714,Short
14818,0.43,0.2857142857142857,Short
14819,0.43,0.42857142857142855,Short
14820,0.43,0.42857142857142855,Short
14821,0.43,0.7142857142857143,Short
14822,0.43,0.2857142857142857,Short
14823,0.43,0.42857142857142855,Short
14824,0.43,0.0,Short
14825,0.43,0.8571428571428571,Short
14826,0.43,0.7142857142857143,Short
14827,0.43,0.5714285714285714,Short
14828,0.43,0.2857142857142857,Short
14829,0.43,0.5714285714285714,Short
14830,0.43,0.7142857142857143,Short
14831,0.43,0.8571428571428571,Short
14832,0.43,0.42857142857142855,Short
14833,0.43,0.5714285714285714,Short
14834,0.43,0.2857142857142857,Short
14835,0.43,0.2857142857142857,Short
14836,0.43,1.0,Short
14837,0.43,0.2857142857142857,Short
14838,0.43,0.14285714285714285,Short
14839,0.43,0.14285714285714285,Short
14840,0.43,1.0,Through
14841,0.43,0.2857142857142857,Short
14842,0.43,0.2857142857142857,Short
14843,0.43,0.42857142857142855,Short
14844,0.43,0.2857142857142857,Short
14845,0.43,0.7142857142857143,Short
14846,0.43,0.5714285714285714,Short
14847,0.43,0.7142857142857143,Short
14848,0.43,0.2857142857142857,Short
14849,0.43,0.8571428571428571,Short
14850,0.43,0.2857142857142857,Short
14851,0.43,0.14285714285714285,Short
14852,0.43,0.0,Short
14853,0.43,0.2857142857142857,Short
14854,0.43,0.2857142857142857,Short
14855,0.43,0.7142857142857143,Short
14856,0.43,0.42857142857142855,Short
14857,0.43,0.0,Short
14858,0.43,0.14285714285714285,Short
14859,0.43,0.2857142857142857,Short
14860,0.43,0.42857142857142855,Short
14861,0.43,0.8571428571428571,Through
14862,0.43,0.14285714285714285,Short
14863,0.43,1.0,Short
14864,0.43,0.7142857142857143,Short
14865,0.43,0.5714285714285714,Short
14866,0.43,0.42857142857142855,Short
14867,0.43,0.42857142857142855,Short
14868,0.43,0.0,Short
14869,0.43,0.42857142857142855,Short
14870,0.43,0.42857142857142855,Short
14871,0.43,0.8571428571428571,Short
14872,0.43,0.14285714285714285,Short
14873,0.43,0.2857142857142857,Short
14874,0.43,0.8571428571428571,Short
14875,0.43,0.5714285714285714,Short
14876,0.43,0.5714285714285714,Short
14877,0.43,0.5714285714285714,Short
14878,0.43,0.7142857142857143,Short
14879,0.43,0.14285714285714285,Short
14880,0.43,0.42857142857142855,Short
14881,0.43,0.2857142857142857,Short
14882,0.43,0.8571428571428571,Short
14883,0.43,0.2857142857142857,Short
14884,0.43,0.2857142857142857,Short
14885,0.43,0.2857142857142857,Short
14886,0.43,0.7142857142857143,Short
14887,0.43,1.0,Through
14888,0.43,1.0,Short
14889,0.43,0.5714285714285714,Short
14890,0.43,0.5714285714285714,Short
14891,0.43,0.8571428571428571,Short
14892,0.43,0.8571428571428571,Short
14893,0.43,0.2857142857142857,Short
14894,0.43,0.14285714285714285,Short
14895,0.43,0.5714285714285714,Short
14896,0.43,0.5714285714285714,Short
14897,0.43,0.14285714285714285,Short
14898,0.43,0.5714285714285714,Short
14899,0.43,0.2857142857142857,Short
